latin_name
Nesovitrea binneyana
Nesovitrea electrina
Nesticus silvestrii
Neureclipsis bimaculata
Neureclipsis crepuscularis
Neurotrichus gibbsii
Nevadasilus auriannulatus
Nezumia stelgidolepis
Nicandra physalodes
Nicocles canadensis
Nicocles dives
Nicocles pollinosus
Nicocles rufus
Nicocles utahensis
Nicotiana attenuata
Nicrophorus defodiens
Nicrophorus guttula
Nicrophorus hybridus
Nicrophorus investigator
Nicrophorus marginatus
Nicrophorus nigrita
Nicrophorus vespilloides
Niditinea fuscella
Niditinea orleansella
Nidula candida
Nidula microcarpa
Nidula niveotomentosa
Nidularia deformis
Nidularia pulvinata
Niebla cephalota
Nineta gravida
Niphotrichum canescens
Niphotrichum elongatum
Niphotrichum ericoides
Niphotrichum pygmaeum
Nippononebria campbelli
Nippononebria virescens
Niptus hololeucus
Nites atrocapitella
Nites betulella
Nitidolimonius resplendens
Nitidolimonius weidtii
Nitidotachinus lanei
Nitidotachinus tachyporoides
Nitidula bipunctata
Nitidula carnaria
Nitidula nigra
Nitidula rufipes
Nitidula ziczac
Nitops pallipennis
Nitschkia collapsa
Nitschkia confertula
Nitschkia grevillei
Noctua comes
Noctua pronuba
Nodobryoria abbreviata
Nodobryoria oregana
Nodobryoria subdivergens
Nodocion eclecticus
Nodocion mateonus
Nodocion rufithoracicus
Nodocion voluntarius
Nodulisporium corticioides
Nogopterium gracile
Nola cilicoides
Nola cucullatella
Nola minna
Nomada accepta
Nomada aldrichi
Nomada citrina
Nomada civilis
Nomada corvallisensis
Nomada crotchii
Nomada edwardsii
Nomada grayi
Nomada lehighensis
Nomada mutans
Nomada pascoensis
Nomada perbella
Nomada rhodomelas
Nomada scita
Nomada superba
Nomada texana
Nomada ultima
Nomada valida
Nomada vernonensis
Nomada vicina
Nomia melanderi
Nomius pygmaeus
Nomophila nearctica
Nopoiulus kochii
Nordenskioldia columbiana
Normandina acroglypta
Normandina pulchella
Nosodendron californicum
Nosopsyllus fasciatus
Notacanthus chemnitzii
Notaris aethiops
Notaris puncticollis
Nothocalais troximoides
Nothochelone nemorosa
Nothochrysa californica
Notiodes punctatus
Notiophilus aquaticus
Notiophilus biguttatus
Notiophilus borealis
Notiophilus directus
Notiophilus intermedius
Notiophilus nitens
Notiophilus semistriatus
Notiophilus simulator
Notiophilus sylvaticus
Notocelia culminana
Notocelia cynosbatella
Notocelia illotana
Notocelia purpurissatana
Notocelia rosaecolana
Notodonta pacifica
Notodonta scitipennis
Notodonta torva
Notorynchus cepedianus
Notoscopelus japonicus
Notostomus japonicus
Notoxus cavicornis
Notoxus pictus
Notoxus robustus
Notoxus schwarzi
Notoxus serratus
Notropis atherinoides
Notropis hudsonius
Novalena intermedia
Novelsis athlophora
Novelsis perplexa
Nucifraga columbiana
Nudobius cephalus
Nudobius pugetanus
Numenius americanus
Numenius madagascariensis
Numenius phaeopus
Numenius tahitiensis
Nuphar polysepala
Nuphar spp.
Nuphar variegata
Nuttallanthus canadensis
Nuttallanthus texanus
Nycteola cinereana
Nycteola columbiana
Nycteola frigidana
Nycteridopsylla vancouverensis
Nycteus infumatus
Nycteus punctulatus
Nycteus testaceus
Nycticorax nycticorax
Nyctinomops macrotis
Nyctiophylax affinis
Nyctiophylax moestus
Nymphaea leibergii
Nymphaea odorata
Nymphaea tetragona
Nymphaea x marliacea
Nymphalis antiopa
Nymphalis californica
Nymphalis l-album
Nymphoides peltata
Oarisma garita
Obba rivulosa
Oberea quadricallosa
Oberea schaumii
Obtusifolium obtusum
Ocalea vancouveri
Occidentalia comptulatalis
Ochlodes sylvanoides
Ochotona collaris
Ochotona princeps
Ochrolechia androgyna
Ochrolechia arborea
Ochrolechia bryophaga
Ochrolechia farinacea
Ochrolechia frigida
Ochrolechia gowardii
Ochrolechia grimmiae
Ochrolechia gyalectina
Ochrolechia inaequatula
Ochrolechia juvenalis
Ochrolechia laevigata
Ochrolechia montana
Ochrolechia oregonensis
Ochrolechia pseudopallescens
Ochrolechia subathallina
Ochrolechia subpallescens
Ochrolechia subplicans
Ochrolechia szatalaensis
Ochrolechia tartarea
Ochrolechia turneri
Ochrolechia upsaliensis
Ochrolechia xanthostoma
Ochromolopis ramapoella
Ochropleura implecta
Ochrotrichia stylata
Ochthebius bisinuatus
Ochthebius borealis
Ochthebius brevipennis
Ochthebius costatellus
Ochthebius cribricollis
Ochthebius discretus
Ochthebius interruptus
Ochthebius lecontei
Ochthebius lineatus
Ochthebius marinus
Ochthebius mimicus
Ochthebius rectus
Ochthephilum fracticorne
Ochthephilus biimpressus
Ochthephilus columbiensis
Ochthephilus forticornis
Ochthephilus planus
Ocnerostoma piniariella
Octoglena anura
Octogomphus specularis
Octolasion cyaneum
Octolasion tyrtaeum
Octotemnus laevis
Ocypus aeneocephalus
Odiellus pictus
Odocoileus hemionus
Odocoileus virginianus
Odonteus obesus
Odontia calcicola
Odontia fibrosa
Odonticium romellii
Odontopyxis trispinosa
Odontoschisma denudatum
Odontoschisma elongatum
Odontoschisma fluitans
Odontoschisma macounii
Odontosia elegans
Odontosphindus clavicornis
Odynerus dilectus
Oecanthus argentinus
Oecanthus californicus
Oecanthus fultoni
Oecanthus quadripunctatus
Oecanthus rileyi
Oecetis avara
Oecetis disjuncta
Oecetis immobilis
Oecetis inconspicua
Oecetis ochracea
Oecophora bractella
Oedaleonotus enigma
Oedignathus inermis
Oedipodium griffithianum
Oedohysterium insidens
Oedothorax alascensis
Oedothorax trilobatus
Oegoconia novimundi
Oemleria cerasiformis
Oenanthe oenanthe
Oenanthe sarmentosa
Oeneis alberta
Oeneis bore
Oeneis chryxus
Oeneis jutta
Oeneis macounii
Oeneis melissa
Oeneis nevadensis
Oeneis philipi
Oeneis polixenes
Oeneis uhleri
Oenothera biennis
Oenothera glazioviana
Oenothera oakesiana
Oenothera pallida
Oenothera perennis
Oenothera suffrutescens
Oenothera villosa
Ohlertidion ohlerti
Oidaematophorus balsamorrhizae
Oidaematophorus brucei
Oidaematophorus castor
Oidaematophorus cineraceus
Oidaematophorus downesi
Oidaematophorus eupatorii
Oidaematophorus grisescens
Oidaematophorus mathewianus
Oidaematophorus occidentalis
Oidaematophorus phaceliae
Oidaematophorus rileyi
Olethreutes albiciliana
Olethreutes appendiceum
Olethreutes astrologana
Olethreutes baccatana
Olethreutes bipartitana
Olethreutes buckellana
Olethreutes carolana
Olethreutes costimaculana
Olethreutes deprecatorius
Olethreutes fasciatana
Olethreutes galaxana
Olethreutes glaciana
Olethreutes heinrichana
Olethreutes mengelana
Olethreutes metallicana
Olethreutes minaki
Olethreutes nordeggana
Olethreutes olivaceana
Olethreutes permundana
Olethreutes polluxana
Olethreutes punctanum
Olethreutes quadrifidum
Olethreutes schulziana
Olethreutes septentrionana
Olethreutes siderana
Olethreutes trinitana
Olethreutes turfosana
Olibrus rufipes
Oligia divesta
Oligia obtusa
Oligia rampartensis
Oligia tusa
Oligia violacea
Oligocentria pallida
Oligocentria semirufescens
Oligocottus maculosus
Oligocottus rimensis
Oligocottus snyderi
Oligolophus tridens
Oligomerus crestonensis
Oligophlebodes mostbento
Oligophlebodes ruthae
Oligophlebodes sierra
Oligoporus balsaminus
Oligotrichum aligerum
Oligotrichum hercynicum
Oligotrichum parallelum
Olisthaerus megacephalus
Olophrum boreale
Olophrum consimile
Olophrum leechi
Olophrum rotundicolle
Olophrum stouti
Olsynium douglasii
Omalium algarum
Omalium foraminosum
Omalium rivulare
Omalotheca sylvatica
Omias minor
Omias saccatus
Omonadus floralis
Omonadus formicarius
Omophoita cyanipennis
Omophron ovale
Omosita colon
Omosita discoidea
Omphalapion hookerorum
Omphalina chionophila
Omphalina pyxidata
Omphalina rivulicola
Omphalina setipes
Omphalina smaragdina
Omus audouini
Omus dejeanii
Oncophorus virens
Oncophorus wahlenbergii
Oncorhynchus clarkii
Oncorhynchus gorbuscha
Oncorhynchus keta
Oncorhynchus kisutch
Oncorhynchus mykiss
Oncorhynchus nerka
Oncorhynchus tshawytscha
Ondatra zibethicus
Oneirodes bulbosus
Oneirodes thompsoni
Onnia circinata
Onnia tomentosa
Onobrychis viciifolia
Onocosmoecus unicolor
Onopordum acanthium
Ontholestes cingulatus
Onthophagus hecate
Onthophagus nuchicornis
Onychoprion aleuticus
Onygena corvina
Onygena equina
Opegrapha atra
Opegrapha fumosa
Opegrapha herbarum
Opegrapha paraxanthodes
Opegrapha protuberans
Opegrapha sorediifera
Opegrapha vulgata
Operophtera bruceata
Operophtera brumata
Operophtera danbyi
Ophiocordyceps clavulata
Ophiocordyceps myrmecophila
Ophiocordyceps ravenelii
Ophiodon elongatus
Ophioglossum pusillum
Ophiogomphus colubrinus
Ophiogomphus occidentis
Ophiogomphus severus
Ophioparma lapponica
Ophioparma rubricosa
Ophioparma ventosa
Ophlitaspongia pennata
Ophraella bilineata
Ophraella communa
Ophraella pilosa
Ophryastes cinerascens
Ophyiulus pilosus
Opilio parietinus
Opiona columbiana
Opisodasys keeni
Opisodasys pseudarctomys
Opisodasys vesperalis
Opisthius richardsoni
Oplopanax horridus
Oporornis agilis
Opostegoides scioterma
Opostomias mitsuii
Opsimus quadrilineatus
Optioservus divergens
Optioservus fastiditus
Optioservus quadrimaculatus
Optioservus seriatus
Opuntia fragilis
Opuntia x columbiana
Orbilia leucostigma
Orbilia luteorubella
Orbilia sarraziniana
Orbilia xanthostigma
Orchelimum gladiator
Orchesella ainsliei
Orchesella cincta
Orchesella hexfasciata
Orchesella villosa
Orchesella zebra
Orchesia castanea
Orchesia ornata
Orchestes alni
Orchestes griseus
Orchestes mixtus
Orchestes pallicornis
Orchestes testaceus
Orchopeas agilis
Orchopeas caedens
Orchopeas leucopus
Orchopeas nepos
Orcinus orca
Ordobrevia nubifera
Oreamnos americanus
Oreana unicolorella
Oreas martiana
Oregonia bifurca
Oregonia gracilis
Orenaia pallidivittalis
Orenaia trivialis
Oreocarya glomerata
Oreodytes alaskanus
Oreodytes angustior
Oreodytes congruus
Oreodytes crassulus
Oreodytes laevis
Oreodytes obesus
Oreodytes picturatus
Oreodytes productotruncatus
Oreodytes quadrimaculatus
Oreodytes scitulus
Oreodytes snoqualmie
Oreohelix strigosa
Oreohelix subrudis
Oreoneta banffkluane
Oreoneta brunnea
Oreoneta garrina
Oreoneta leviceps
Oreonetides filicatus
Oreonetides flavus
Oreonetides rectangulatus
Oreonetides rotundus
Oreonetides vaginatus
Oreophantes recurvatus
Oreoscoptes montanus
Oreta rosea
Orgyia antiqua
Orgyia pseudotsugata
Origanum vulgare
Orinisobates expressus
Ornithodoros hermsi
Ornithogalum umbellatum
Ornithopus perpusillus
Orobanus falli
Orobanus rufipes
Orobanus simulator
Orobanus tarsalis
Orochares tumidus
Orodrassus canadensis
Orodrassus coloradensis
Oropsylla arctomys
Oropsylla idahoensis
Oropsylla tuberculata
Oropus striatus
Orphilus subnitidus
Orphniospora moriopsis
Orphulella pelidna
Orsodacne atra
Orthilia secunda
Orthocarpus barbatus
Orthocarpus bracteosus
Orthocarpus imbricatus
Orthocarpus luteus
Orthocarpus tenuifolius
Orthocis punctatus
Orthodes detracta
Orthodes goodelli
Orthodes noverca
Orthodes obscura
Orthofidonia tinctaria
Ortholasma pictipes
Ortholepis pasadamia
Ortholeptura valida
Orthopagurus minimus
Orthoperus atomus
Orthoperus scutellaris
Orthosia ferrigera
Orthosia hibisci
Orthosia mys
Orthosia pacifica
Orthosia praeses
Orthosia pulchella
Orthosia revicta
Orthosia segregata
Orthosia transparens
Orthotaenia undulana
Orthothecium chryseum
Orthothecium intricatum
Orthothecium strictum
Orthotomicus caelatus
Orthotomicus latidens
Orthotrichia cristata
Orthotrichum affine
Orthotrichum alpestre
Orthotrichum anomalum
Orthotrichum consimile
Orthotrichum cucullatum
Orthotrichum cupulatum
Orthotrichum diaphanum
Orthotrichum elegans
Orthotrichum hallii
Orthotrichum laevigatum
Orthotrichum lyellii
Orthotrichum norrisii
Orthotrichum obtusifolium
Orthotrichum pallens
Orthotrichum pellucidum
Orthotrichum pulchellum
Orthotrichum pylaisii
Orthotrichum rivulare
Orthotrichum rupestre
Orthotrichum speciosum
Orthotrichum striatum
Orthotrichum tenellum
Orus distinctus
Orus punctatus
Orus sinuatus
Oryctolagus cuniculus
Oryzaephilus mercator
Oryzaephilus surinamensis
Oryzopsis asperifolia
Oscarella carmela
Osmerus dentex
Osmia albolateralis
Osmia atriventris
Osmia atrocyanea
Osmia austromaritima
Osmia bella
Osmia brevis
Osmia bruneri
Osmia bucephala
Osmia caerulescens
Osmia californica
Osmia calla
Osmia cobaltina
Osmia coloradensis
Osmia cyanella
Osmia cyaneonitens
Osmia densa
Osmia dolerosa
Osmia ednae
Osmia enixa
Osmia exigua
Osmia giliarum
Osmia inermis
Osmia integra
Osmia juxta
Osmia kincaidii
Osmia laeta
Osmia lignaria
Osmia longula
Osmia malina
Osmia marginipennis
Osmia melanopleura
Osmia mertensiae
Osmia montana
Osmia nanula
Osmia nemoris
Osmia nifoata
Osmia nigrifrons
Osmia nigriventris
Osmia obliqua
Osmia odontogaster
Osmia paradisica
Osmia pentstemonis
Osmia pikei
Osmia proxima
Osmia pulsatillae
Osmia pusilla
Osmia raritatis
Osmia regulina
Osmia sedula
Osmia simillima
Osmia tersula
Osmia texana
Osmia trevoris
Osmia tristella
Osmia unca
Osmorhiza berteroi
Osmorhiza depauperata
Osmorhiza occidentalis
Osmorhiza purpurea
Osobenus yakimae
Ospriocerus aeacus
Ossicaulis lignatilis
Ostearius melanopygius
Osteina obducta
Osteodiscus cascadiae
Ostrea lurida
Ostrinia penitalis
Ostrocerca dimicki
Ostrocerca foersteri
Otidea alutacea
Otidea leporina
Otidea onotica
Otidea rainierensis
Otidea smithii
Otiorhynchus ovatus
Otiorhynchus raucus
Otiorhynchus rugosostriatus
Otiorhynchus singularis
Otiorhynchus sulcatus
Otobius megnini
Otophorus haemorrhoidalis
Oulema melanopus
Ovis canadensis
Ovis dalli
Oxalis corniculata
Oxalis dillenii
Oxalis montana
Oxalis oregana
Oxalis stricta
Oxidus gracilis
Oxybasis chenopodioides
Oxybasis glauca
Oxybasis macrosperma
Oxybasis rubra
Oxychilus alliarius
Oxychilus cellarius
Oxychilus draparnaudi
Oxyethira aeola
Oxyethira dualis
Oxyethira michiganensis
Oxyethira serrata
Oxylaemus californicus
Oxylebius pictus
Oxyloma groenlandicum
Oxyloma hawkinsi
Oxyloma nuttallianum
Oxyloma retusum
Oxyomus sylvestris
Oxyopes scalaris
Oxypoda famula
Oxypoda frigida
Oxypoda gatosensis
Oxypoda glenorae
Oxypoda grandipennis
Oxypoda impressa
Oxypoda lacustris
Oxypoda longicarinata
Oxypoda manitobae
Oxypoda nimbata
Oxypoda opaca
Oxypoda regressa
Oxypoda smithi
Oxypoda stanleyi
Oxypoda vancouveri
Oxypolis occidentalis
Oxyporus corticola
Oxyporus cuneatus
Oxyporus latemarginatus
Oxyporus obducens
Oxyporus occipitalis
Oxyporus populinus
Oxyporus similis
Oxypselaphus pusillus
Oxyptilus delawaricus
Oxyria digyna
Oxyrrhynchium hians
Oxystegus recurvifolius
Oxytelus laqueatus
Oxytelus montanus
Oxytelus sculptus
Oxytropis borealis
Oxytropis campestris
Oxytropis deflexa
Oxytropis huddelsonii
Oxytropis maydelliana
Oxytropis nigrescens
Oxytropis podocarpa
Oxytropis scammaniana
Oxytropis sericea
Oxytropis splendens
Oxyura jamaicensis
Ozodiceromyia levigata
Ozodiceromyia nanella
Ozodiceromyia signatipennis
Ozomelis trifida
Ozyptila arctica
Ozyptila conspurcata
Ozyptila pacifica
Ozyptila praticola
Ozyptila sincera
Pachnolepia pruinata
Pachybrachis bivittatus
Pachybrachis donneri
Pachybrachis melanostictus
Pachybrachis minor
Pachybrachis nigricornis
Pachybrachis obsoletus
Pachybrachis vacillatus
Pachycara bulbiceps
Pachycara gymninium
Pachycara lepinium
Pachycheles pubescens
Pachycheles rudis
Pachycondyla chinensis
Pachycudonia monticola
Pachydiplax longipennis
Pachygnatha clercki
Pachygnatha dorothea
Pachylepyrium carbonicola
Pachyrhinus californicus
Pachyrhinus elegans
Pachysphinx modesta
Pachystilicus hanhami
Pachyta armata
Pachyta lamed
Pacificanthia consors
Pacificanthia curtisi
Pacifiphantes magnificus
Packera cana
Packera contermina
Packera indecora
Packera macounii
Packera ogotorukensis
Packera pauciflora
Packera paupercula
Packera plattensis
Packera pseudaurea
Packera streptanthifolia
Packera subnuda
Pactopus hornii
Paederus littorarius
Paelopatides confundens
Pagophila eburnea
Paguristes turgidus
Paguristes ulreyi
Pagurus aleuticus
Pagurus armatus
Pagurus beringanus
Pagurus capillatus
Pagurus caurinus
Pagurus confragosus
Pagurus cornutus
Pagurus dalli
Pagurus granosimanus
Pagurus hartae
Pagurus hemphilli
Pagurus hirsutiusculus
Pagurus holmi
Pagurus kennerlyi
Pagurus ochotensis
Pagurus quaylei
Pagurus samuelis
Pagurus setosus
Pagurus stevensae
Pagurus tanneri
Palaeagapetus guppyi
Palaeagapetus nearcticus
Palaemon macrodactylus
Palicella filamentosa
Palicella schizochromatica
Pallasina barbata
Pallicephala occidentalis
