UniqueID,Variable,Component,EMS_Code,CAS_number,Use,Media,Type,Days,Samples,Statistic,NarrativeWQG,MethodNotes,Condition,ConditionNotes,PredictedEffectLevel,Direction,Limit,LimitNotes,Units,Status,Reference,Reference Link,Overview Report Link,Technical Document Link
648,pH,Total,EMS_PH_F,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,"Unrestricted change permitted within a pH range of 6.5 to 9.  The component of the freshwater WQGs should be used cautiously if the pH change causes the carbon dioxide concentrations to exceed a 10 umol/L minimum or a 1360 umol/L short-term.  Carbon dioxide concentrations below 10 umol/L can cause a shift in the phytoplankton community to cyanobacteria, while carbon dioxide concentrations above 1360 umol/L can be toxic to fish.",,EMS_0004 >= 6.5 & EMS_0004 <= 9,,No Effect,,,,,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_ph_waterqualityguidelines_technical.pdf
649,pH,Total,EMS_PH_F,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,No statistically significant increase in pH from background when pH is above 9.  Short-term increases (2-3 days) to pH 9.5 are permitted for lake restoration projects.  Decreases in pH are permittes as long as carbon dioxide concentrations are not elevated above 1360 umol/L.  Carbon dioxide concentrations above 1360 umol/L may be toxic to fish.,,EMS_0004 > 9.0,,No Effect,,,,,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_ph_waterqualityguidelines_technical.pdf
650,pH,Total,EMS_PH_F,(NA),Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,Unrestricted change when pH is greater than 7 and less than 8.7 to protect mollusc embryo development.,,EMS_0004 <= 7 & EMS_0004 <= 8.7,,No Effect,,,,,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_ph_waterqualityguidelines_technical.pdf
651,pH,Total,EMS_PH_F,(NA),Recreation,Water,Primary Contact,1,1,min,,,,,No Effect,Lower Limit,5,,pH,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
652,pH,Total,EMS_PH_F,(NA),Recreation,Water,Primary Contact,1,1,max,,,,,No Effect,Upper Limit,9,,pH,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
654,Phenanthrene,Total,EMS_PA15,(85-01-08),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.0419,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
655,Phenanthrene,Total,EMS_PA15,(85-01-08),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,0.515,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
656,Phenanthrene,Total,EMS_PA15,(85-01-08),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.3,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-tech.pdf
657,Phenanthrene,Total,EMS_PA15,(85-01-08),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.0867,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
658,Phenanthrene,Total,EMS_PA15,(85-01-08),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,0.544,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
659,Phenols,Total,EMS_0117,(108-95-2),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,Total phenols can be calculated as all phenols minus all chlorinated phenols minus 4-hydroxyphenol minus 3-hydroxyphenol.,No Effect,Upper Limit,50,,ug/L,Interim,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/phenol-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/phenol-tech.pdf
660,Phosphorus,Total,EMS_P__T,(7723-14-0),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,"Guideline is for lakes where salmonids are the predominant fish species.  Total phosphorus in lakes is either the spring overturn concentration, if the residence time of the epilimnetic water exceeds 6 months, or the mean epilimnetic growing season concentration, if residence time of epilimnetic water is below 6 months.",No Effect,Upper Limit,15,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nutrients-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_nutrients_and_algae_waterqualityguidelines_technical.pdf
661,Phosphorus,Total,EMS_P__T,(7723-14-0),Drinking Water,Water,Aesthetic Objective,1,1,max,,,,Applies to lakes.,No Effect,Upper Limit,10,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
662,Phosphorus,Total,EMS_P__T,(7723-14-0),Recreation,Water,Primary Contact,1,1,max,,,,Applies to lakes.,No Effect,Upper Limit,10,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
663,Picloram,Total,EMS_PICL,(1918-02-1),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,190,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
664,Picloram,Total,EMS_PICL,(1918-02-1),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,29,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
665,Polychlorinated Biphenyl 105,Total,,(32598-14-4),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0.09,,ng/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
666,Polychlorinated Biphenyl 126,Total,,(57465-28-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0.00025,,ng/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
667,Polychlorinated Biphenyl 169,Total,,(32774-16-6),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0.06,,ng/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
668,Polychlorinated Biphenyl 77,Total,,(32598-13-3),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0.04,,ng/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
669,Polychlorinated Biphenyls (PCB),Total,EMS_P019,(1336-36-3),Agriculture - Irrigation,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0.5,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
670,Polychlorinated Biphenyls (PCB),Total,EMS_P019,(1336-36-3),Wildlife - Dietary,Tissue,Short-term acute,1,1,max,,,,Guideline applies to fish or shellfish consumed by wildlife.,No Effect,Upper Limit,0.1,Wet weight.,ug/g,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
671,Polychlorinated Biphenyls (PCB),Total,EMS_P019,(1336-36-3),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,0.1,,ng/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
672,Polychlorinated dibenzo-p-dioxins/dibenzo furans (PCDD/Fs),Total,EMS_PCDF,(Various Compounds),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.00000085,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
673,Polychlorinated dibenzo-p-dioxins/dibenzo furans (PCDD/Fs),Total,EMS_PCDF,(Various Compounds),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,Provisional maximum expressed on a toxic equivalency basis using toxic equivalent factors for fish. See reference.,Probable Effect,Upper Limit,0.0000215,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
674,Polychlorinated dibenzo-p-dioxins/dibenzo furans (PCDD/Fs),Total,EMS_PCDF,(Various Compounds),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.00000085,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
675,Polychlorinated dibenzo-p-dioxins/dibenzo furans (PCDD/Fs),Total,EMS_PCDF,(Various Compounds),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,Provisional maximum expressed on a toxic equivalency basis using toxic equivalent factors for fish. See reference.,Probable Effect,Upper Limit,0.0000215,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
676,Polycyclic aromatic hydrocarbons (PAH),Total,EMS_PAH_,(130498-29-2),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,4,,ug/g,Working,"Long, E. R., and Morgan, L. G. 1990. The Potential for Biological Effects of Sediment Sorbed Contaminants Tested in the National Status and Tends Program, National Oceanic and Atmospheric Administration, Seattle, Washington.",,,
677,Polycyclic aromatic hydrocarbons (PAH),Total,EMS_PAH_,(130498-29-2),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,Based on National Status and Trends Program Approach.  100 ug/g shows severe effects (Persuad et al. 1993).,,,Probable Effect,Upper Limit,35,,ug/g,Working,"Long, E. R., and Morgan, L. G. 1990. The Potential for Biological Effects of Sediment Sorbed Contaminants Tested in the National Status and Tends Program, National Oceanic and Atmospheric Administration, Seattle, Washington.",,,
678,Polycyclic aromatic hydrocarbons high molecular weight (HPAH),Total,EMS_PAHH,(Various Compounds),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,Based on background approach method.,,,No Effect,Upper Limit,1,,ug/g,Working,"Environment Canada and Ministry of the Environment of Quebec (EC & QC MoE). July 1992. Interim criteria for quality assessment of St. Lawrence River Sediment. Environment Canada, St. Lawrence Centre, and Ministry of the Environment of Quebec.",,,
679,Polycyclic aromatic hydrocarbons high molecular weight (HPAH),Total,EMS_PAHH,(Various Compounds),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,9.61,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
680,Polycyclic aromatic hydrocarbons high molecular weight (HPAH),Total,EMS_PAHH,(Various Compounds),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,531,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
681,Polycyclic aromatic hydrocarbons low molecular weight (LPAH),Total,EMS_PAHL,(Various Compounds),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,Based on background approach method.,,,No Effect,Upper Limit,0.1,,ug/g,Working,"Environment Canada and Ministry of the Environment of Quebec (EC & QC MoE). July 1992. Interim criteria for quality assessment of St. Lawrence River Sediment. Environment Canada, St. Lawrence Centre, and Ministry of the Environment of Quebec.",,,
682,Polycyclic aromatic hydrocarbons low molecular weight (LPAH),Total,EMS_PAHL,(Various Compounds),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,3.71,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
683,Polycyclic aromatic hydrocarbons low molecular weight (LPAH),Total,EMS_PAHL,(Various Compounds),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,7.81,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
684,Pyrene,Total,EMS_PA16,(129-00-0),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.053,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
685,Pyrene,Total,EMS_PA16,(129-00-0),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,0.875,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
686,Pyrene,Total,EMS_PA16,(129-00-0),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,For use under phototoxic conditions.,No Effect,Upper Limit,0.02,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-tech.pdf
687,Pyrene,Total,EMS_PA16,(129-00-0),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.153,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
688,Pyrene,Total,EMS_PA16,(129-00-0),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,1.398,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
689,Quinoline,Total,EMS_PA19,(91-22-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,3.4,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
690,Resin acids,Total,EMS_0128,(Various Compounds),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 = 5.0,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",No Effect,Upper Limit,1,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
